Splits	Weights	BYRD_R_Dem	INOUYE_D_Dem	THURMOND_J_Rep	KENNEDY_E_Dem	ROTH_W_Rep	HOLLINGS_E_Dem	STEVENS_T_Rep	SARBANES_P_Dem	BREAUX_J_Dem	COCHRAN_W_Rep	LOTT_C_Rep	BIDEN_J_Dem	DOMENICI_P_Rep	HELMS_J_Rep	BAUCUS_M_Dem	DODD_C_Dem	GRASSLEY_C_Rep	HARKIN_T_Dem	JEFFORDS_J_Rep	LEAHY_P_Dem	AKAKA_D_Dem	MIKULSKI_B_Dem	HATCH_O_Rep	LUGAR_R_Rep	MOYNIHAN_D_Dem	DASCHLE_T_Dem	GRAMM_W_Rep	SNOWE_O_Rep	LEVIN_C_Dem	WARNER_J_Rep	CRAIG_L_Rep	DORGAN_B_Dem	GREGG_J_Rep	ROBERTS_C_Rep	SCHUMER_C_Dem	WYDEN_R_Dem	GORTON_T_Rep	MURKOWSKI_F_Rep	NICKLES_D_Rep	BINGAMAN_J_Dem	LAUTENBERG_F_Dem	KERRY_J_Dem	McCONNELL_A_Rep	ROCKEFELLER_J_Dem	BOXER_B_Dem	DeWINE_M_Rep	DURBIN_R_Dem	MACK_C_Rep	McCAIN_J_Rep	REID_H_Dem	TORRICELLI_R_Dem	SMITH_R_Rep	BUNNING_J_Rep	INHOFE_J_Rep	JOHNSON_T_Dem	KYL_J_Rep	BOND_C_Rep	CONRAD_K_Dem	GRAHAM_D_Dem	THOMAS_C_Rep	BRYAN_R_Dem	BURNS_C_Rep	KERREY_J_Dem	KOHL_H_Dem	LIEBERMAN_J_Dem	ROBB_C_Dem	ALLARD_A_Rep	SANTORUM_R_Rep	REED_J_Dem	LINCOLN_B_Dem	HUTCHINSON_T_Rep	CRAPO_M_Rep	GRAMS_R_Rep	BROWNBACK_S_Rep	WELLSTONE_P_Dem	FEINSTEIN_D_Dem	HUTCHISON_K_Rep	BENNETT_R_Rep	MURRAY_P_Dem	FEINGOLD_R_Dem	ABRAHAM_S_Rep	ASHCROFT_J_Rep	FRIST_W_Rep	THOMPSON_F_Rep	SESSIONS_J_Rep	CLELAND_J_Dem	LANDRIEU_M_Dem	COLLINS_S_Rep	HAGEL_C_Rep	SMITH_G_Rep	ENZI_M_Rep	FITZGERALD_P_Rep	BAYH_E_Dem	EDWARDS_J_Dem	VOINOVICH_G_Rep	SHELBY_R_Rep	CAMPBELL_B_Rep	CLINTON_W_Dem
184	3.575287	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
185	4.393705	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
186	2.721841	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1
187	6.304182	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0
188	29.673603	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
189	1.322141	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
190	1.25023	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
191	22.886288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
192	.31342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
193	.220371	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
194	.018321	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1
195	.00989	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1
196	.032813	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
197	.231228	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1
198	26.704102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
199	29.682234	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
200	.070432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
201	.013969	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
202	4.3342	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1
203	.007909	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1
204	.013213	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1
205	.015018	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1
206	.028766	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
207	.592079	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
208	23.916859	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
209	1.067558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
210	1.870856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
211	.006586	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1
212	14.653728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
213	5.920075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
214	1.917991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
215	2.536296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
216	1.734129	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
217	.019555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
218	.03005	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
219	.040015	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1
220	.022327	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1
221	.026102	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1
222	.808479	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1
223	.018737	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1
224	.010881	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
225	.039051	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
226	.407325	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
227	2.546369	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
228	.020423	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
229	2.52227	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0
230	11.433134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
231	1.546023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
232	14.716154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
233	2.45285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
234	3.731566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
235	2.36916	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
236	14.887416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
237	3.047786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
238	1.307993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
239	.09625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
240	1.732624	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
241	.798547	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1
242	10.819645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
243	6.173988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
244	2.399825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
245	1.095557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
246	11.201959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
