Splits	Weights	COCHRAN_W_Rep	GRASSLEY_C_Rep	LEAHY_P_Dem	MARKEY_E_Dem	MIKULSKI_B_Dem	HATCH_O_Rep	NELSON_C_Dem	COATS_D_Rep	ROBERTS_C_Rep	SCHUMER_C_Dem	WYDEN_R_Dem	McCONNELL_A_Rep	BOXER_B_Dem	CARPER_T_Dem	DURBIN_R_Dem	McCAIN_J_Rep	REID_H_Dem	CARDIN_B_Dem	INHOFE_J_Rep	FLAKE_J_Rep	BOOZMAN_J_Rep	KIRK_M_Rep	CAPITO_S_Rep	MURPHY_C_Dem	HIRONO_M_Dem	DONNELLY_J_Dem	HELLER_D_Rep	GILLIBRAND_K_Dem	CASSIDY_B_Rep	PETERS_G_Dem	HEINRICH_M_Dem	GARDNER_C_Rep	LANKFORD_J_Rep	SCOTT_T_Rep	COTTON_T_Rep	DAINES_S_Rep	REED_J_Dem	SANDERS_B_Ind	CRAPO_M_Rep	MENENDEZ_R_Dem	PORTMAN_R_Rep	BROWN_S_Dem	WICKER_R_Rep	BURR_R_Rep	GRAHAM_L_Rep	MORAN_J_Rep	STABENOW_D_Dem	BLUNT_R_Rep	THUNE_J_Rep	ISAKSON_J_Rep	VITTER_D_Rep	UDALL_T_Dem	TOOMEY_P_Rep	BALDWIN_T_Dem	CANTWELL_M_Dem	MURKOWSKI_L_Rep	ALEXANDER_L_Rep	CORNYN_J_Rep	KLOBUCHAR_A_Dem	McCASKILL_C_Dem	TESTER_J_Dem	CASEY_R_Dem	WHITEHOUSE_S_Dem	CORKER_R_Rep	BARRASSO_J_Rep	RISCH_J_Rep	FRANKEN_A_Dem	SHAHEEN_J_Dem	MERKLEY_J_Dem	WARNER_M_Dem	BENNET_M_Dem	MANCHIN_J_Dem	COONS_C_Dem	BLUMENTHAL_R_Dem	RUBIO_M_Rep	PAUL_R_Rep	AYOTTE_K_Rep	HOEVEN_J_Rep	LEE_M_Rep	JOHNSON_R_Rep	SCHATZ_B_Dem	KING_A_Ind	WARREN_E_Dem	FISCHER_D_Rep	HEITKAMP_M_Dem	CRUZ_R_Rep	KAINE_T_Dem	BOOKER_C_Dem	SULLIVAN_D_Rep	PERDUE_D_Rep	ERNST_J_Rep	SASSE_B_Rep	TILLIS_T_Rep	ROUNDS_M_Rep	FEINSTEIN_D_Dem	MURRAY_P_Dem	SESSIONS_J_Rep	COLLINS_S_Rep	ENZI_M_Rep	SHELBY_R_Rep
239	.006471	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
240	.006693	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
241	.003012	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
242	25.536381	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
243	3.837839	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
244	1.762236	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
245	20.839361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
246	4.464426	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
247	.003639	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
248	.004324	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
249	4.9879	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
250	54.597717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
251	10.716308	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
252	.331753	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
253	2.348936	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
254	3.72622	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
255	2.534252	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
256	4.794896	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
257	.565835	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
258	26.52327	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
259	2.558518	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
260	4.358725	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
261	4.300574	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
262	2.395836	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
263	29.547457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
264	14.715543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
265	2.480593	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
266	2.420687	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
267	20.885084	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
268	5.518919	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
269	.207889	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
270	2.368404	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
271	.283775	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
272	5.132748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
273	3.904114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
274	.404055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
275	4.087926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
276	8.219873	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
277	1.224447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
278	6.079192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
279	4.792587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
280	1.045881	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
281	2.974459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
282	1.627987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
283	.07071	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
284	.055165	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
285	.069726	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
286	1.917135	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
287	6.343124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
288	.094851	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
289	.828557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
290	2.235662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
291	.048354	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
292	.80068	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
293	.139325	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
294	.253021	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
295	.322941	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
296	.295807	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
297	.330165	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
298	.100249	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
299	.239338	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
